num	type	reportname	dbname	person	committee	bill
138	PERSONAL  RESPONSIBILITY  IN  FOOD  CONSUMPTION  ACT  OF  2005	house	hr130	109	SENSENBRENNER	Committee on the Judiciary	H.R. 554
139	PROPOSING  AN  AMENDMENT  TO  THE  CONSTITUTION  OF  THE  UNITED  STATES  AUTHORIZING  THE  CONGRESS  TO  PROHIBIT  THE  PHYSICAL  DESECRATION  OF  THE  FLAG  OF  THE  UNITED  STATES	house	hr131	109	SENSENBRENNER	Committee on the Judiciary	H.J. Res. 10
140	PROVIDING  FOR  CONSIDERATION  OF  H.R.  2745,  HENRY  J.  HYDE  UNITED  NATIONS  REFORM  ACT  OF  2005	house	hr132	109	BISHOP of Utah	Committee on Rules	H. Res. 319
141	NASA  AND  JPL  50TH  ANNIVERSARY  COMMEMORATIVE  COIN  ACT	house	hr133p1	109	OXLEY	Committee on Financial Services	H.R. 68
142	LITTLE  ROCK  CENTRAL  HIGH  SCHOOL  DESEGREGATION  50TH  ANNIVERSARY  COMMEMORATIVE  COIN  ACT	house	hr134p1	109	OXLEY	Committee on Financial Services	H.R. 358
143	DIRECTING  THE  SECRETARY  OF  THE  INTERIOR  TO  CONDUCT  A  BOUNDARY  STUDY  TO  EVALUATE  THE  SIGNIFICANCE  OF  THE  COLONEL  JAMES  BARRETT  FARM  IN  THE  COMMONWEALTH  OF  MASSACHUSETTS  AND  THE  SUITABILITY  AND  FEASIBILITY  OF  ITS  INCLUSION  IN  THE  NATIONAL  PARK  SYSTEM  AS  PART  OF  THE  MINUTE  MAN  NATIONAL  HISTORICAL  PARK,  AND  FOR  OTHER  PURPOSES	house	hr135	109	POMBO	Committee on Resources	H.R. 394
144	SCHOOL  READINESS  ACT  OF  2005	house	hr136	109	BOEHNER	Committee on Education and the Workforce	H.R. 2123
145	DELAWARE  RIVER  PROTECTION  ACT  OF  2005	house	hr137	109	YOUNG of Alaska	Committee on Transportation and Infrastructure	H.R. 1412
146	BROWNFIELDS  REDEVELOPMENT  ENHANCEMENT  ACT	house	hr138	109	OXLEY	Committee on Financial Services	H.R. 280
147	LEGISLATIVE  BRANCH  APPROPRIATIONS  BILL,  2006	house	hr139	109	LEWIS of California	Committee on Appropriations	H.R. 2985
148	PROVIDING  FOR  CONSIDERATION  OF  H.J.  RES.  10,  PROPOSING  AN  AMENDMENT  TO  THE  CONSTITUTION  OF  THE  UNITED  STATES  AUTHORIZING  THE  CONGRESS  TO  PROHIBIT  THE  PHYSICAL  DESECRATION  OF  THE  FLAG  OF  THE  UNITED  STATES	house	hr140	109	GINGREY	Committee on Rules	H. Res. 330
149	PROVIDING  FOR  CONSIDERATION  OF  H.R.  2475,  INTELLIGENCE  AUTHORIZATION  ACT  FOR  FISCAL  YEAR  2006	house	hr141	109	PUTNAM	Committee on Rules	H. Res. 331
150	PROVIDING  FOR  THE  PRESERVATION  OF  THE  HISTORIC  CONFINEMENT  SITES  WHERE  JAPANESE  AMERICANS  WERE  DETAINED  DURING  WORLD  WAR  II,  AND  FOR  OTHER  PURPOSES	house	hr142	109	POMBO	Committee on Resources	H.R. 1492
151	DEPARTMENTS  OF  LABOR,  HEALTH  AND  HUMAN  SERVICES,  AND  EDUCATION,  AND  RELATED  AGENCIES  APPROPRIATION  BILL,  2006	house	hr143	109	REGULA	Committee on Appropriations	H.R. 3010
152	PROVIDING  FOR  CONSIDERATION  OF  H.R.  2985,  LEGISLATIVE  BRANCH  APPROPRIATIONS  ACT,  2006	house	hr144	109	LINCOLN DIAZ-BALART	Committee on Rules	H. Res. 334
153	REPORT  ON  THE  REVISED  SUBALLOCATION  OF  BUDGET  ALLOCATIONS  FOR  FISCAL  YEAR  2006	house	hr145	109	LEWIS of California	Committee on Appropriations	
154	527  FAIRNESS  ACT  OF  2005	house	hr146	109	NEY	Committee on House Administration	H.R. 1316
155	REAUTHORIZATION  OF  THE  STEEL  AND  ALUMINUM  ENERGY  CONSERVATION  AND  TECHNOLOGY  COMPETITIVENESS  ACT  OF  1988	house	hr147	109	BOEHLERT	Committee on Science	H.R. 1158
156	PROVIDING  FOR  CONSIDERATION  OF  H.R.  3010,  DEPARTMENTS  OF  LABOR,  HEALTH  AND  HUMAN  SERVICES,  EDUCATION  AND  OTHER  RELATED  AGENCIES  APPROPRIATIONS  ACT,  2006	house	hr148	109	CAPITO	Committee on Rules	H. Res. 337
157	OJITO  WILDERNESS  ACT	house	hr149	109	POMBO	Committee on Resources	H.R. 362
158	SPOKANE  TRIBE  OF  INDIANS  OF  THE  SPOKANE  RESERVATION  GRAND  COULEE  DAM  EQUITABLE  COMPENSATION  SETTLEMENT  ACT	house	hr150	109	POMBO	Committee on Resources	H.R. 1797
159	NATIONAL  OCEANIC  AND  ATMOSPHERIC  ADMINISTRATION  SCHOLARSHIP  PROGRAM	house	hr151	109	BOEHLERT	Committee on Science	H.R. 2364
160	FOREIGN  OPERATIONS,  EXPORT  FINANCING,  AND  RELATED  PROGRAMS  APPROPRIATIONS  BILL,  2006	house	hr152	109	KOLBE	Committee on Appropriations	H.R. 3057
161	DEPARTMENTS  OF  TRANSPORTATION,  TREASURY,  AND  HOUSING  AND  URBAN  DEVELOPMENT,  THE  JUDICIARY,  DISTRICT  OF  COLUMBIA,  AND  INDEPENDENT  AGENCIES  APPROPRIATIONS  BILL,  2006	house	hr153	109	KNOLLENBERG	Committee on Appropriations	H.R. 3058
162	WATER  RESOURCES  DEVELOPMENT  ACT  OF  2005	house	hr154	109	YOUNG of Alaska	Committee on Transportation and Infrastructure	H.R. 2864
163	PROVIDING  FOR  CONSIDERATION  OF  H.R.  3057,  FOREIGN  OPERATIONS,  EXPORT  FINANCING  AND  RELATED  PROGRAMS  APPROPRIATIONS  ACT,  2006	house	hr155	109	LINCOLN DIAZ-BALART	Committee on Rules	H. Res. 341
164	PROVIDING  CONSIDERATION  OF  H.R.  3058,  DEPARTMENT  OF  TRANSPORTATION,  TREASURY,  HOUSING  AND  URBAN  DEVELOPMENT,  THE  JUDICIARY,  THE  DISTRICT  OF  COLUMBIA,  AND  INDEPENDENT  AGENCIES  APPROPRIATIONS  ACT,  2006	house	hr156	109	LINCOLN DIAZ-BALART	Committee on Rules	H. Res. 342
165	REMOTE  SENSING  APPLICATIONS  ACT  OF  2005	house	hr157	109	BOEHLERT	Committee on Science	H.R. 426
166	GEORGE  E.  BROWN,  JR.  NEAR-EARTH  OBJECT  SURVEY  ACT	house	hr158	109	BOEHLERT	Committee on Science	H.R. 1022
167	PROVIDING  FOR  CONSIDERATION  OF  MOTIONS  TO  SUSPEND  THE  RULES,  AND  FOR  OTHER  PURPOSES	house	hr159	109	PUTNAM	Committee on Rules	H. Res. 345
168	PROVIDING  FOR  CONSIDERATION  OF  H.R.  2864,  WATER  RESOURCES  DEVELOPMENT  ACT  OF  2005	house	hr160	109	CAPITO	Committee on Rules	H. Res. 346
169	RECREATIONAL  MARINE  EMPLOYMENT  ACT  OF  2005	house	hr161	109	BOEHNER	Committee on Education and the Workforce	H.R. 940
170	VETERANS'  COMPENSATION  COST-OF-LIVING  ADJUSTMENT  ACT  OF  2005	house	hr162	109	BUYER	Committee on Veterans	H.R. 1220
171	PROVIDING  FOR  CONSIDERATION  OF  H.R.  739,  OCCUPATIONAL  SAFETY  AND  HEALTH  SMALL  BUSINESS  DAY  IN  COURT  ACT  OF  2005,  H.R.  740,  OCCUPATIONAL  SAFETY  AND  HEALTH  REVIEW  COMMISSION  EFFICIENCY  ACT  OF  2005,  H.R.  741,  OCCUPATIONAL  SAFETY  AND  HEALTH  INDEPENDENT  REVIEW  OF  OSHA  CITATIONS  ACT  OF  2005,  AND  H.R.  742,  OCCUPATIONAL  SAFETY  AND  HEALTH  SMALL  EMPLOYER  ACCESS  TO  JUSTICE  ACT  OF  2005	house	hr163	109	BISHOP	Committee on Rules	H. Res. 351
172	TEN-YEAR  EXTENSION  OF  AUTHORITY  FOR  SECRETARY  OF  COMMERCE  TO  CONDUCT  THE  QUARTERLY  FINANCIAL  REPORT  PROGRAM	house	hr164	109	TOM DAVIS of Virginia	Committee on Government Reform	H.R. 2385
173	EAST  ASIA  SECURITY  ACT  OF  2005	house	hr165	109	HYDE	Committee on International Relations	H.R. 3100
174	AUTHORIZATION  OF  APPROPRIATIONS  FOR  SEWER  OVERFLOW  CONTROL  GRANTS	house	hr166	109	YOUNG of Alaska	Committee on Transportation and Infrastructure	H.R. 624
175	EXTENSION  OF  PILOT  PROGRAM  FOR  ALTERNATIVE  WATER  SOURCE  PROJECTS	house	hr167	109	YOUNG of Alaska	Committee on Transportation and Infrastructure	H.R. 1359
176	FOREIGN  RELATIONS  AUTHORIZATION  ACT,  FISCAL  YEARS  2006  AND  2007	house	hr168	109	HYDE	Committee on International Relations	H.R. 2601
177	SMALL  TRACTS  REFORM  ACT	house	hr169p1	109	POMBO	Committee on Resources	H.R. 1905
178	CODIFICATION  OF  TITLE  46,  UNITED  STATES  CODE,  `SHIPPING',  AS  POSITIVE  LAW	house	hr170	109	SENSENBRENNER	Committee on the Judiciary	H.R. 1442
179	FEDERAL  HOUSING  FINANCE  REFORM  ACT  OF  2005	house	hr171p1	109	OXLEY	Committee on Financial Services	H.R. 1461
180	THE  NATIONAL  DRUG  CONTROL  STRATEGY  FOR  2005  AND  THE  NATIONAL  DRUG  CONTROL  BUDGET  FOR  FISCAL  YEAR  2006	house	hr172	109	TOM DAVIS	Committee on Government Reform submitted the following	
181	NATIONAL  AERONAUTICS  AND  SPACE  ADMINISTRATION  AUTHORIZATION  ACT  OF  2005	house	hr173	109	BOEHLERT	Committee on Science	H.R. 3070
182	USA  PATRIOT  AND  TERRORISM  PREVENTION  REAUTHORIZATION  ACT  OF  2005	house	hr174p1	109	SENSENBRENNER	Committee on the Judiciary	H.R. 3199
183	USA  PATRIOT  AND  TERRORISM  PREVENTION  REAUTHORIZATION  ACT  OF  2005	house	hr174p2	109	HOEKSTRA	Permanent Select Committee on Intelligence	H.R. 3199
184	PROVIDING  FOR  CONSIDERATION  OF  H.R.  2601,  FOREIGN  RELATIONS  AUTHORIZATION  ACT,  FISCAL  YEARS  2006  AND  2007	house	hr175	109	BISHOP of Utah	Committee on Rules submitted the following	H. Res. 365
185	UNITED  STATES  PAROLE  COMMISSION  EXTENSION  AND  SENTENCING  COMMISSION  AUTHORITY  ACT  OF  2005	house	hr176	109	SENSENBRENNER	Committee on the Judiciary	H.R. 3020
186	SERVICEMEMBERS'  GROUP  LIFE  INSURANCE  ENHANCEMENT  ACT  OF  2005	house	hr177	109	BUYER	Committee on Veterans	H.R. 3200
187	PROVIDING  FOR  CONSIDERATION  OF  H.R.  3199,  USA  PATRIOT  AND  TERRORISM  PREVENTION  REAUTHORIZATION  ACT  OF  2005	house	hr178	109	GINGREY	Committee on Rules	H. Res. 369
188	PROVIDING  FOR  CONSIDERATION  OF  H.R.  3070,  NATIONAL  AERONAUTICS  AND  SPACE  ADMINISTRATION  AUTHORIZATION  ACT  OF  2005	house	hr179	109	GINGREY	Committee on Rules	H. Res. 370
189	MARINE  MAMMAL  PROTECTION  ACT  AMENDMENTS  OF  2005	house	hr180	109	POMBO	Committee on Resources	H.R. 2130
190	527  REFORM  ACT  OF  2005	house	hr181	109	NEY	Committee on House Administration	H.R. 513
191	527  REFORM  ACT  OF  2005	house	hr181p2	109	NEY	Committee on House Administration	H.R. 513
192	DOMINICAN  REPUBLIC-CENTRAL  AMERICA-UNITED  STATES  FREE  TRADE  AGREEMENT  IMPLEMENTATION  ACT	house	hr182	109	THOMAS	Committee on Ways and Means	H.R. 3045
193	PROVIDING  FOR  CONSIDERATION  OF  H.R.  525,  SMALL  BUSINESS  HEALTH  FAIRNESS  ACT  OF  2005	house	hr183	109	BISHOP of Utah	Committee on Rules	H. Res. 379
194	PROVIDING  FOR  CONSIDERATION  OF  H.R.  22,  POSTAL  ACCOUNTABILITY  AND  ENHANCEMENT  ACT	house	hr184	109	SESSIONS	Committee on Rules	H. Res. 380
195	PROVIDING  FOR  CONSIDERATION  OF  H.R.  5,  HELP  EFFICIENT,  ACCESSIBLE,  LOW-COST,  TIMELY  HEALTHCARE  (HEALTH)  ACT  OF  2005	house	hr185	109	GINGREY	Committee on Rules	H. Res. 385
196	PROVIDING  FOR  CONSIDERATION  OF  H.R.  3045,  DOMINICAN  REPUBLIC-CENTRAL  AMERICA-UNITED  STATES  FREE  TRADE  AGREEMENT  IMPLEMENTATION  ACT	house	hr186	109	DREIER	Committee on Rules	H. Res. 386
197	PROVIDING  FOR  CONSIDERATION  OF  H.R.  3283,  UNITED  STATES  TRADE  RIGHTS  ENFORCEMENT  ACT	house	hr187	109	PUTNAM	Committee on Rules	H. Res. 387
198	MAKING  APPROPRIATIONS  FOR  THE  DEPARTMENT  OF  THE  INTERIOR,  ENVIRONMENT,  AND  RELATED  AGENCIES  FOR  THE  FISCAL  YEAR  ENDING  SEPTEMBER  30,  2006,  AND  FOR  OTHER  PURPOSES	house	hr188	109	TAYLOR of North Carolina	committee of conference	H.R. 2361
199	MAKING  APPROPRIATIONS  FOR  THE  LEGISLATIVE  BRANCH  FOR  THE  FISCAL  YEAR  ENDING  SEPTEMBER  30,  2006,  AND  FOR  OTHER  PURPOSES	house	hr189	109	LEWIS of California	committee of conference	H.R. 2985
200	ENERGY  POLICY  ACT  OF  2005	house	hr190	109	BARTON of Texas	committee of conference	H.R. 6
201	NATIONAL  ALL  SCHEDULES  PRESCRIPTION  ELECTRONIC  REPORTING  ACT  OF  2005	house	hr191	109	BARTON of Texas	Committee on Energy and Commerce	H.R. 1132
202	STATE  HIGH  RISK  POOL  FUNDING  EXTENSION  ACT  OF  2005	house	hr192	109	BARTON of Texas	Committee on Energy and Commerce	H.R. 3204
203	RECOGNIZING  THE  50TH  ANNIVERSARY  OF  ROSA  LOUISE  PARKS'  REFUSAL  TO  GIVE  UP  HER  SEAT  ON  THE  BUS  AND  THE  SUBSEQUENT  DESEGREGATION  OF  AMERICAN  SOCIETY	house	hr193	109	SENSENBRENNER	Committee on the Judiciary	H. Con. Res. 208
204	REQUESTING  THAT  THE  PRESIDENT  FOCUS  APPROPRIATE  ATTENTION  ON  NEIGHBORHOOD  CRIME  PREVENTION  AND  COMMUNITY  POLICING,  AND  COORDINATE  CERTAIN  FEDERAL  EFFORTS  TO  PARTICIPATE  IN  %60NATIONAL  NIGHT  OUT',  WHICH  OCCURS  THE  FIRST  TUESDAY  OF  AUGUST  EACH  YEAR,  INCLUDING  BY  SUPPORTING  LOCAL  EFFORTS  AND  COMMUNITY  WATCH  GROUPS  AND  BY  SUPPORTING  LOCAL  OFFICIALS,  TO  PROMOTE  COMMUNITY  SAFETY  AND  HELP  PROVIDE  HOMELAND  SECURITY	house	hr194	109	SENSENBRENNER	Committee on the Judiciary	H. Res. 336
205	EXPRESSING  THE  SENSE  OF  THE  CONGRESS  THAT,  AS  CONGRESS  OBSERVES  THE  40TH  ANNIVERSARY  OF  THE  VOTING  RIGHTS  ACT  OF  1965  AND  ENCOURAGES  ALL  AMERICANS  TO  DO  THE  SAME,  IT  WILL  ADVANCE  THE  LEGACY  OF  THE  VOTING  RIGHTS  ACT  OF  1965  BY  ENSURING  THE  CONTINUED  EFFECTIVENESS  OF  THE  ACT  TO  PROTECT  THE  VOTING  RIGHTS  OF  ALL  AMERICANS	house	hr195	109	SENSENBRENNER	Committee on the Judiciary	H. Con. Res. 216
206	RECOGNIZING  AND  HONORING  THE  15TH  ANNIVERSARY  OF  THE  SIGNING  OF  THE  AMERICANS  WITH  DISABILITIES  ACT  OF  1990	house	hr196p1	109	SENSENBRENNER	Committee on the Judiciary	H. Res. 378
207	PATIENT  SAFETY  AND  QUALITY  IMPROVEMENT  ACT  OF  2005	house	hr197	109	BARTON of Texas	Committee on Energy and Commerce	H.R. 3205
208	WAIVING  POINTS  OF  ORDER  AGAINST  THE  CONFERENCE  REPORT  TO  ACCOMPANY  H.R.  2361,  DEPARTMENT  OF  THE  INTERIOR,  ENVIRONMENT  AND  RELATED  AGENCIES  APPROPRIATIONS  ACT,  2006	house	hr198	109	BISHOP of Utah	Committee on Rules	H. Res. 392
209	WAIVING  A  REQUIREMENT  OF  CLAUSE  6(A)  OF  RULE  XIII  WITH  RESPECT  TO  THE  SAME  DAY  CONSIDERATION  OF  CERTAIN  RESOLUTIONS  REPORTED  BY  THE  RULES  COMMITTEE	house	hr199	109	CAPITO	Committee on Rules	H. Res. 393
210	WAIVING  POINTS  OF  ORDER  AGAINST  THE  CONFERENCE  REPORT  TO  ACCOMPANY  H.R.  6,  ENERGY  POLICY  ACT  OF  2005	house	hr200	109	HASTINGS of Washington	Committee on Rules	H. Res. 394
211	PROVIDING  FOR  CONSIDERATION  OF  MOTIONS  TO  SUSPEND  THE  RULES	house	hr201	109	PUTNAM	Committee on Rules	H. Res. 395
212	WAIVING  POINTS  OF  ORDER  AGAINST  THE  CONFERENCE  REPORT  TO  ACCOMPANY  H.R.  2985,  LEGISLATIVE  BRANCH  APPROPRIATIONS  ACT,  2006	house	hr202	109	LINCOLN DIAZ-BALART	Committee on Rules	H. Res. 396
213	SAFE,  ACCOUNTABLE,  FLEXIBLE,  EFFICIENT  TRANSPORTATION  EQUITY  ACT:  A  LEGACY  FOR  USERS	house	hr203	109	YOUNG of Alaska	committee on conference	H.R. 3
214	COAST  GUARD  AND  MARITIME  TRANSPORTATION  ACT  OF  2005	house	hr204p1	109	YOUNG of Alaska	Committee on Transportation and Infrastructure	H.R. 889
215	SECOND-STAGE  SMALL  BUSINESS  DEVELOPMENT  ACT  OF  2005	house	hr205	109	MANZULLO	Committee on Small Business	H.R. 3207
216	AMENDING  THE  SMALL  BUSINESS  ACT  TO  EXPAND  AND  IMPROVE  THE  ASSISTANCE  PROVIDED  BY  SMALL  BUSINESS  DEVELOPMENT  CENTERS  TO  INDIAN  TRIBE  MEMBERS,  ALASKA  NATIVES,  AND  NATIVE  HAWAIIANS	house	hr206	109	MANZULLO	Committee on Small Business	H.R. 2981
217	VOCATIONAL  AND  TECHNICAL  ENTREPRENEURSHIP  DEVELOPMENT  ACT  OF  2005	house	hr207	109	MANZULLO	Committee on Small Business	H.R. 527
218	NATIONAL  SMALL  BUSINESS  REGULATORY  ASSISTANCE  ACT  OF  2005	house	hr208	109	MANZULLO	Committee on Small Business	H.R. 230
219	UNITED  STATES  BOXING  COMMISSION  ACT	house	hr209p1	109	BARTON of Texas	Committee on Energy and Commerce	H.R. 1065
220	UNITED  STATES  BOXING  COMMISSION  ACT	house	hr209p2	109	SENSENBRENNER	Committee on the Judiciary	H.R. 1065
221	DRUG  FREE  SPORTS  ACT	house	hr210p1	109	BARTON of Texas	Committee on Energy and Commerce	H.R. 3084
222	MINORITY  SERVING  INSTITUTION  DIGITAL  AND  WIRELESS  TECHNOLOGY  OPPORTUNITY  ACT  OF  2005	house	hr211p1	109	BOEHLERT	Committee on Science	H.R. 921
223	WAIVING  POINTS  OF  ORDER  AGAINST  THE  CONFERENCE  REPORT  TO  ACCOMPANY  H.R.  3,  SAFE,  ACCOUNTABLE,  FLEXIBLE,  EFFICIENT  TRANSPORTATION  EQUITY  ACT:  A  LEGACY  FOR  USERS	house	hr212	109	CAPITO	Committee on Rules	H. Res. 399
224	WAIVING  A  REQUIREMENT  OF  CLAUSE  6(A)  OF  RULE  XIII  WITH  RESPECT  TO  THE  SAME  DAY  CONSIDERATION  OF  CERTAIN  RESOLUTIONS  REPORTED  BY  THE  RULES  COMMITTEE	house	hr213	109	CAPITO	Committee on Rules	H. Res. 400
225	PROVIDING  FOR  CONSIDERATION  OF  H.R.  3514,  SURFACE  TRANSPORTATION  EXTENSION  ACT  OF  2005,  PART  VI	house	hr214	109	CAPITO	Committee on Rules	H. Res. 401
226	ENERGY  POLICY  ACT  OF  2005	house	hr215p1	109	BARTON of Texas	Committee on Energy and Commerce	H.R. 1640
227	ENERGY  RESEARCH,  DEVELOPMENT,  DEMONSTRATION,  AND  COMMERCIAL  APPLICATION  ACT  OF  2005	house	hr216p1	109	BOEHLERT	Committee on Science	H.R. 610
228	PROVIDING  FOR  CONSIDERATION  OF  MOTIONS  TO  SUSPEND  THE  RULES	house	hr217	109	LINCOLN DIAZ-BALART	Committee on Rules	H. Res. 426
229	CHILDREN'S  SAFETY  ACT  OF  2005	house	hr218p1	109	SENSENBRENNER	Committee on the Judiciary	H.R. 3132
230	CHILDREN'S  SAFETY  ACT  OF  2005	house	hr218p2	109	SENSENBRENNER	Committee on the Judiciary	H.R. 3132
231	PROVIDING  FOR  CONSIDERATION  OF  H.R.  3132,  CHILDREN'S  SAFETY  ACT  OF  2005	house	hr219	109	GINGREY	Committee on Rules	H. Res. 436
232	ESTABLISHING  THE  SELECT  BIPARTISAN  COMMITTEE  TO  INVESTIGATE  THE  PREPARATION  FOR  AND  RESPONSE  TO  HURRICANE  KATRINA	house	hr220p1	109	DREIER	Committee on Rules	H. Res. 437
233	PROVIDING  FOR  CONSIDERATION  OF  H.  RES.  437,  TO  ESTABLISH  THE  SELECT  BIPARTISAN  COMMITTEE  TO  INVESTIGATE  THE  PREPARATION  FOR  AND  RESPONSE  TO  HURRICANE  KATRINA	house	hr221	109	DREIER	Committee on Rules	H. Res. 439
234	PROVIDING  FOR  CONSIDERATION  OF  H.R.  889,  COAST  GUARD  AND  MARITIME  TRANSPORTATION  ACT  OF  2005	house	hr222	109	CAPITO	Committee on Rules	H. Res. 440
235	REQUESTING  THE  PRESIDENT  AND  DIRECTING  THE  SECRETARY  OF  STATE  TO  TRANSMIT  TO  THE  HOUSE  OF  REPRESENTATIVES  NOT  LATER  THAN  14  DAYS  AFTER  THE  DATE  OF  THE  ADOPTION  OF  THIS  RESOLUTION  ALL  INFORMATION  IN  THE  POSSESSION  OF  THE  PRESIDENT  AND  THE  SECRETARY  OF  STATE  RELATING  TO  COMMUNICATION  WITH  OFFICIALS  OF  THE  UNITED  KINGDOM  BETWEEN  JANUARY  1,  2002,  AND  OCTOBER  16,  2002,  RELATING  TO  THE  POLICY  OF  THE  UNITED  STATES  WITH  RESPECT  TO  IRAQ	house	hr223	109	HYDE	Committee on International Relations	H. Res. 375
236	REQUESTING  THE  PRESIDENT  AND  DIRECTING  THE  SECRETARY  OF  DEFENSE  TO  TRANSMIT  TO  THE  HOUSE  OF  REPRESENTATIVES  NOT  LATER  THAN  14  DAYS  AFTER  THE  DATE  OF  THE  ADOPTION  OF  THIS  RESOLUTION  ALL  DOCUMENTS  IN  THE  POSSESSION  OF  THE  PRESIDENT  AND  SECRETARY  OF  DEFENSE  RELATING  TO  COMMUNICATIONS  WITH  OFFICIALS  OF  THE  UNITED  KINGDOM  RELATING  TO  THE  POLICY  OF  THE  UNITED  STATES  WITH  RESPECT  TO  IRAQ	house	hr224	109	HYDE	Committee on International Relations	H. Res. 408
237	DIRECTING  THE  SECRETARY  OF  STATE  TO  TRANSMIT  TO  THE  HOUSE  OF  REPRESENTATIVES  NOT  LATER  THAN  14  DAYS  AFTER  THE  DATE  OF  THE  ADOPTION  OF  THIS  RESOLUTION  DOCUMENTS  IN  THE  POSSESSION  OF  THE  SECRETARY  OF  STATE  RELATING  TO  THE  DISCLOSURE  OF  THE  IDENTITY  AND  EMPLOYMENT  OF  MS.  VALERIE  PLAME	house	hr225	109	HYDE	Committee on International Relations	H. Res. 419
238	A  CITIZEN'S  GUIDE  ON  USING  THE  FREEDOM  OF  INFORMATION  ACT  AND  THE  PRIVACY  ACT  OF  1974  TO  REQUEST  GOVERNMENT  RECORDS	house	hr226	109	TOM DAVIS of Virginia	Committee on Government Reform	
239	PROVIDING  FOR  CONSIDERATION  OF  H.R.  250,  MANUFACTURING  TECHNOLOGY  COMPETITIVENESS  ACT  OF  2005	house	hr227	109	GINGREY	Committee on Rules	H. Res. 451
240	REQUESTING  THE  PRESIDENT  TO  TRANSMIT  TO  THE  HOUSE  OF  REPRESENTATIVES  NOT  LATER  THAN  14  DAYS  AFTER  THE  DATE  OF  THE  ADOPTION  OF  THIS  RESOLUTION  DOCUMENTS  IN  THE  POSSESSION  OF  THE  PRESIDENT  RELATING  TO  THE  DISCLOSURE  OF  THE  IDENTITY  AND  EMPLOYMENT  OF  MS.  VALERIE  PLAME	house	hr228	109	HOEKSTRA	Permanent Select Committee on Intelligence	H. Res. 418
241	PROVIDING  FOR  CONSIDERATION  OF  H.R.  2123,  SCHOOL  READINESS  ACT  OF  2005	house	hr229	109	BISHOP of Utah	Committee on Rules	H. Res. 455
242	DIRECTING  THE  ATTORNEY  GENERAL  TO  TRANSMIT  TO  THE  HOUSE  OF  REPRESENTATIVES  NOT  LATER  THAN  14  DAYS  AFTER  THE  DATE  OF  THE  ADOPTION  OF  THIS  RESOLUTION  DOCUMENTS  IN  THE  POSSESSION  OF  THE  ATTORNEY  GENERAL  RELATING  TO  THE  DISCLOSURE  OF  THE  IDENTITY  AND  EMPLOYMENT  OF  MS.  VALERIE  PLAME	house	hr230	109	SENSENBRENNER	Committee on the Judiciary	H. Res. 420
243	COLLEGE  ACCESS  AND  OPPORTUNITY  ACT  OF  2005	house	hr231	109	BOEHNER	Committee on Education and the Workforce	H.R. 609
244	PENSION  PROTECTION  ACT  OF  2005	house	hr232p1	109	BOEHNER	Committee on Education and the Workforce	H.R. 2830
245	PENSION  PROTECTION  ACT  OF  2005	house	hr232p2	109	THOMAS	Committee on Ways and Means	H.R. 2830
246	DEPARTMENT  OF  JUSTICE  APPROPRIATIONS  AUTHORIZATION  ACT,  FISCAL  YEARS  2006  THROUGH  2009	house	hr233	109	SENSENBRENNER	Committee on the Judiciary	H.R. 3402
247	DIRECTING  THE  SECRETARY  OF  DEFENSE  TO  TRANSMIT  TO  THE  HOUSE  OF  REPRESENTATIVES  NOT  LATER  THAN  14  DAYS  AFTER  THE  DATE  OF  THE  ADOPTION  OF  THIS  RESOLUTION  DOCUMENTS  IN  THE  POSSESSION  OF  THE  SECRETARY  OF  DEFENSE  RELATING  TO  THE  DISCLOSURE  OF  THE  IDENTITY  AND  EMPLOYMENT  OF  MS.  VALERIE  PLAME	house	hr234	109	HUNTER	Committee on Armed Services	H. Res. 417
248	INTERNATIONAL  SOLID  WASTE  IMPORTATION  AND  MANAGEMENT  ACT  OF  2005	house	hr235	109	BARTON of Texas	Committee on Energy and Commerce	H.R. 2491
249	PROVIDING  FOR  CONSIDERATION  OF  H.R.  3402,  DEPARTMENT  OF  JUSTICE  APPROPRIATIONS  AUTHORIZATION  ACT,  FISCAL  YEARS  2006  THROUGH  2009	house	hr236	109	GINGREY	Committee on Rules	H. Res. 462
250	THREATENED  AND  ENDANGERED  SPECIES  RECOVERY  ACT  OF  2005	house	hr237	109	POMBO	Committee on Resources	H.R. 3824
251	WAIVING  A  REQUIREMENT  OF  CLAUSE  6(A)  OF  RULE  XIII  WITH  RESPECT  TO  THE  SAME  DAY  CONSIDERATION  OF  CERTAIN  RESOLUTIONS  REPORTED  BY  THE  RULES  COMMITTEE	house	hr238	109	SESSIONS	Committee on Rules	H. Res. 468
252	PROVIDING  FOR  CONSIDERATION  OF  THE  JOINT  RESOLUTION  (H.J.  RES.  68)  MAKING  CONTINUING  APPROPRIATIONS  FOR  THE  FISCAL  YEAR  2006,  AND  FOR  OTHER  PURPOSES;  FOR  CONSIDERATION  OF  MOTIONS  TO  SUSPEND  THE  RULES;  AND  ADDRESSING  A  MOTION  TO  PROCEED  UNDER  SECTION  2908  OF  THE  DEFENSE  BASE  CLOSURE  AND  REALIGNMENT  ACT  OF  1990	house	hr239	109	PUTNAM	Committee on Rules	H. Res. 469
253	PROVIDING  FOR  CONSIDERATION  OF  H.R.  3824,  THREATENED  AND  ENDANGERED  SPECIES  RECOVERY  ACT  OF  2005	house	hr240	109	HASTINGS of Washington	Committee on Rules	H. Res. 470
